,Name,Date,Developer,Publisher,Genre,Price,Langs,DLC,Mature,Single,Score
5202,Movavi Video Editor Plus 2021 - Video Editing Software,"4 Nov, 2020",Movavi Software,Movavi  Software,"['Animation & Modeling', 'Audio Production', 'Design & Illustration', 'Education', 'Software Training', 'Utilities', 'Video Production']",209.9,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Polish', 'Russian', 'Turkish', 'Japanese']",1,0,,0.7562746794323896
5203,Unknightly,"30 Nov, 2017",Portal Studios,Portal Studios,"['Action', 'Adventure', 'Indie', 'Early Access']",73.95,['English'],0,0,1.0,0.7501406847443883
5204,Just In Time Incorporated,"27 Jul, 2017",Second Wind Interactive,Second Wind Interactive,"['Action', 'Indie', 'Simulation']",18.5,['English'],0,0,1.0,0.7634859814769736
5205,Soccer Player Simulator,"25 Mar, 2019",Kiddy,Kiddy,"['Indie', 'Simulation', 'Sports']",3.5,['English'],0,0,1.0,0.7632407050916507
5206,Bridge Constructor Medieval,"15 Sep, 2014",ClockStone,Headup Games,"['Casual', 'Indie', 'Simulation']",36.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Korean', 'Portuguese', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']",0,0,1.0,0.7766815816917914
5207,Demonheart: Hunters,"28 Jan, 2020",Rolling Crown,Rolling Crown,"['Adventure', 'RPG']",73.95,['English'],1,0,1.0,0.7592016565749089
5208,Light Fairytale Episode 1,"13 May, 2019",neko.works,neko.works,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",36.95,"['English', 'Japanese', 'French']",1,0,1.0,0.7566844707907986
5209,BOOR,"14 Feb, 2017",DazlogStudio,BadLand Publishing,"['Adventure', 'Casual', 'Indie']",3.5,"['English', 'Spanish - Spain', 'French', 'German']",0,0,1.0,0.7688581412429331
5210,The Architect: Paris,"25 Feb, 2021",Enodo Games,Enodo Games,"['Casual', 'Indie']",66.95,"['English', 'French', 'Italian', 'Spanish - Spain', 'Simplified Chinese', 'Russian']",0,0,1.0,0.760169664299279
5211,寂寞神明的心愿手记,"16 Sep, 2021",妖妖灵制作组,妖妖灵制作组,"['Adventure', 'Indie', 'RPG']",36.95,"['English', 'Simplified Chinese']",0,0,1.0,0.7610478512634624
5212,DIMENSION REIGN - ROGUELIKE DECKBUILDER,"18 Mar, 2020",ScopeNext Inc,PQube Limited,"['Indie', 'RPG', 'Strategy', 'Early Access']",66.95,"['English', 'Japanese', 'Simplified Chinese', 'Spanish - Spain']",1,0,1.0,0.7674527559252654
5213,Radical Dungeon Sweeper,"12 Feb, 2018",Benjamin Soulé,Benjamin Soulé,"['Casual', 'Indie', 'RPG', 'Strategy']",47.95,"['English', 'French', 'Simplified Chinese']",0,0,1.0,0.7556429134235283
5214,Blood Harvest 3,"5 Jun, 2018",BekkerDev Studio,BekkerDev Studio,"['Action', 'Adventure', 'Indie']",73.95,"['English', 'Russian']",1,0,1.0,0.7483669739709443
5215,A Gummy's Life,"2 Oct, 2018",EP Games®,EP Games®,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",73.0,"['English', 'Spanish - Spain', 'German', 'French', 'Japanese', 'Portuguese', 'Russian', 'Simplified Chinese']",0,0,0.0,0.7486832773995659
5216,Gunman Taco Truck,"28 Jan, 2017",Romero Games Ltd.,Romero Games Ltd.,"['Action', 'Indie', 'Strategy']",10.95,"['English', 'Italian', 'Spanish - Spain', 'Norwegian', 'Simplified Chinese', 'Spanish - Latin America']",0,0,1.0,0.7481609975150693
5217,AGAINST,"16 Dec, 2021",Joy Way,Joy Way,"['Action', 'Casual', 'Indie', 'Early Access']",73.95,['English'],0,1,1.0,0.7536076987342107
5218,Love Language Japanese,"11 Jan, 2019",Papurika.moe,Initiative Media,"['Adventure', 'Casual', 'Indie', 'Simulation']",73.95,['English'],0,1,1.0,0.7585321200688556
5219,Gender Bender DNA Twister Extreme,"1 Sep, 2014",Transcendent Games,Transcendent Games,"['Indie', 'Simulation']",92.95,['English'],0,1,1.0,0.7181757418652674
5220,Estranged: The Departure,"22 May, 2020",Alan Edwardes,Alan Edwardes,"['Action', 'Adventure', 'Casual', 'Indie']",21.95,"['English', 'German', 'Bulgarian', 'Dutch', 'Russian', 'Turkish', 'Czech', 'Japanese', 'Polish', 'Simplified Chinese', 'Spanish - Spain', 'French', 'Finnish', 'Italian', 'Portuguese', 'Portuguese - Brazil']",0,0,1.0,0.8364432705770811
5221,Night Trap - 25th Anniversary Edition,"15 Aug, 2017",Screaming Villains,Screaming Villains,['Action'],55.95,['English'],0,0,1.0,0.7662245714365379
5222,Simp Simulator,"31 Jul, 2020",RIVERSIDE SPORTS,RIVERSIDE SPORTS,"['Adventure', 'Simulation']",3.5,['English'],1,0,1.0,0.7708150867760712
5223,Yi and the Thousand Moons,"24 Nov, 2017",David Su,David Su,"['Adventure', 'Indie']",10.95,"['English', 'Simplified Chinese', 'Traditional Chinese', 'French', 'German', 'Spanish - Spain', 'Portuguese', 'Portuguese - Brazil', 'Russian', 'Spanish - Latin America']",1,0,1.0,0.7676087379263603
5224,Twilight Path,"2 Oct, 2018",Charm Games,Charm Games,"['Adventure', 'Casual', 'Indie']",55.95,['English'],0,0,1.0,0.7568554789720487
5225,Secret Files 2: Puritas Cordis,"29 Oct, 2009",Animation Arts,Ravenscourt,['Adventure'],36.95,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']",0,0,1.0,0.7556409954627955
5226,Cyber Driver,"15 Aug, 2019",Meng Games,Meng Games,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation']",3.5,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Polish', 'Simplified Chinese', 'Portuguese - Brazil', 'Korean', 'Portuguese', 'Spanish - Latin America', 'Turkish']",0,0,1.0,0.7486133675790808
5227,Krampus is Home,"22 Mar, 2019",Regl Studios,Regl Studios,"['Action', 'Adventure', 'Indie']",55.95,"['English', 'Simplified Chinese', 'Russian', 'Portuguese - Brazil', 'German', 'Korean', 'Spanish - Spain', 'Spanish - Latin America', 'French', 'Italian', 'Polish', 'Turkish', 'Japanese', 'Czech']",0,0,1.0,0.7430691022598851
5228,Stellar Warfare,"4 Aug, 2021",Tense Games,Tense Games,"['Action', 'Casual', 'Indie', 'Strategy', 'Early Access']",73.95,['English'],0,0,1.0,0.7545000588197252
5229,Wanted Killer VR,"23 May, 2018",Playsnak,Playsnak,"['Action', 'Indie', 'Early Access']",34.95,"['English', 'French', 'German', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese']",0,1,1.0,0.7607125627028456
5230,Prominence,"6 Nov, 2015",Digital Media Workshop,Digital Media Workshop,"['Adventure', 'Casual', 'Indie']",73.95,"['English', 'German']",0,0,1.0,0.7811619089464215
5231,Sovietpunk: Chapter one,"2 Apr, 2021",Hot Chill,Hot Chill,"['Adventure', 'Indie', 'RPG']",3.5,"['English', 'Russian', 'Simplified Chinese']",0,1,1.0,0.7279366996650157
5232,Fireworks Simulator: Realistic,"10 Mar, 2021",SnowBaby Games,SnowBaby Games,"['Casual', 'RPG', 'Simulation']",10.95,"['English', 'Simplified Chinese', 'Traditional Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Danish', 'Ukrainian', 'Russian', 'Bulgarian', 'Hungarian', 'Turkish', 'Greek', 'Norwegian', 'Czech', 'Japanese', 'Polish', 'Swedish', 'Romanian', 'Finnish', 'Dutch', 'Portuguese', 'Portuguese - Brazil', 'Spanish - Latin America', 'Vietnamese', 'Korean']",0,0,1.0,0.7460574999645815
5233,Touring Karts,"12 Sep, 2019",Ivanovich Games,Ivanovich Games,"['Racing', 'Simulation', 'Sports']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Korean', 'Simplified Chinese']",0,0,1.0,0.7493788486508814
5234,PIXELMAN,"28 Feb, 2018",Kindermann Corp.,Kindermann Corp.,"['Action', 'Casual', 'Indie']",3.5,"['English', 'Spanish - Spain', 'Spanish - Latin America']",0,0,1.0,0.757864608967594
5235,No King No Kingdom,"16 Feb, 2020",Fullmetal Developer,Fullmetal Developer,"['Action', 'Indie', 'RPG', 'Simulation', 'Strategy']",55.95,"['English', 'Japanese', 'Russian', 'Ukrainian', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Dutch', 'Greek', 'Norwegian', 'Portuguese', 'Romanian', 'Simplified Chinese', 'Thai', 'Traditional Chinese', 'Turkish', 'Bulgarian', 'Danish', 'Finnish', 'Hungarian', 'Korean', 'Polish', 'Swedish']",1,0,1.0,0.75950648088155
5236,Magi Trials,"17 Nov, 2016",Dharker Studio,Dharker Studios Ltd,"['Adventure', 'Casual', 'Indie']",47.95,['English'],1,0,1.0,0.7493788486508814
5237,Cathodemer,"8 Sep, 2017",Joel Kivelä,Joel Kivelä,"['Animation & Modeling', 'Video Production']",73.95,['English'],0,0,,0.7459251747902623
5238,Legion 51,"20 Nov, 2019",Nik Zayne,Nik Zayne,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",10.95,['English'],0,0,1.0,0.7524402459397964
5239,Godstrike,"15 Apr, 2021",OverPowered Team,Freedom Games,"['Action', 'Adventure', 'Indie']",55.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Japanese', 'Korean']",0,0,1.0,0.7584939302185247
5240,Palais de Reine,"17 Jun, 2020",KOGADO STUDIO,Degica,['Adventure'],110.95,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",0,0,1.0,0.7641069164195441
5241,"Wakamarina Valley, New Zealand","11 May, 2020",Matt Newell,Matt Newell,"['Adventure', 'Casual', 'Indie', 'Simulation']",14.5,['English'],0,0,1.0,0.7396384041068147
5242,Hot Tub Simulator,"26 Aug, 2021",Mitsuki Game Studio,Mitsuki Game Studio,"['Casual', 'Simulation']",7.25,['English'],0,1,1.0,0.7633836594060931
5243,Gladiator Manager,"28 Jan, 2021",Eternity Games,Eternity Games,"['Indie', 'Simulation', 'Sports', 'Strategy']",29.5,['English'],0,0,1.0,0.7438718550637557
5244,Mystery Case Files®: 13th Skull™ Collector's Edition,"18 Aug, 2016",Big Fish Games,Big Fish Games,"['Adventure', 'Casual']",36.95,['English'],0,0,1.0,0.7476796144522111
5245,Nancy Drew®: The Final Scene,"1 Nov, 2001",HeR Interactive,HeR Interactive,['Adventure'],25.95,['English'],0,0,1.0,0.724866166397595
5246,Essays on Empathy,"18 May, 2021",Deconstructeam,Devolver Digital,"['Casual', 'Indie', 'RPG']",50.95,['English'],0,1,1.0,0.7457556012296386
5247,Heads Will Roll,"4 Sep, 2021",1917 Studios,1917 Studios,"['Adventure', 'Indie', 'RPG']",18.5,"['English', 'Russian']",0,1,1.0,0.749835783004977
5248,My Furry Neighbour 🐾,"27 Aug, 2021",Dirty Fox Games,Dirty Fox Games,"['Adventure', 'Casual', 'Indie']",14.5,['English'],1,1,1.0,0.7179342124111889
5249,Nancy Drew® Dossier: Resorting to Danger!,"19 Nov, 2009",HeR Interactive,HeR Interactive,[],25.95,['English'],0,0,1.0,0.7396384041068147
5250,King under the Mountain,"24 Nov, 2021",Rocket Jump Technology,Rocket Jump Technology,"['Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",92.95,"['English', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Simplified Chinese']",0,0,1.0,0.7751333286304123
5251,Flex - Figure Reference,"1 Aug, 2019",The Dada Factory,The Dada Factory,"['Animation & Modeling', 'Design & Illustration', 'Early Access']",29.5,['English'],0,1,,0.7235576250623996
5252,Starship Titanic,"2 Apr, 1998",The Digital Village,Nightdive Studios,"['Adventure', 'Casual']",21.95,['English'],0,0,1.0,0.7144072749372418
5253,Strength of the Sword ULTIMATE,"23 Aug, 2019",Ivent Games,Ivent Games,"['Action', 'Indie', 'RPG']",3.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian']",1,0,1.0,0.7292587132932389
